path,emotion,intensity,actor,gender,statement,repetition,duration_s
..\data\raw\calm\03-01-02-01-02-02-24.wav,calm,normal,24,female,02,02,3.7036875
..\data\raw\calm\03-01-02-02-01-01-01.wav,calm,strong,1,male,01,01,3.703708333333333
..\data\raw\calm\03-01-02-02-01-01-02.wav,calm,strong,2,female,01,01,4.137479166666667
..\data\raw\calm\03-01-02-02-01-01-03.wav,calm,strong,3,male,01,01,4.037375
..\data\raw\calm\03-01-02-02-01-01-04.wav,calm,strong,4,female,01,01,3.970625
..\data\raw\calm\03-01-02-02-01-01-05.wav,calm,strong,5,male,01,01,4.7380625
..\data\raw\calm\03-01-02-02-01-01-06.wav,calm,strong,6,female,01,01,4.5045
..\data\raw\calm\03-01-02-02-01-01-07.wav,calm,strong,7,male,01,01,4.004
..\data\raw\calm\03-01-02-02-01-01-08.wav,calm,strong,8,female,01,01,3.6369583333333333
..\data\raw\calm\03-01-02-02-01-01-09.wav,calm,strong,9,male,01,01,3.3366666666666664
..\data\raw\calm\03-01-02-02-01-01-10.wav,calm,strong,10,female,01,01,3.7370625
..\data\raw\calm\03-01-02-02-01-01-11.wav,calm,strong,11,male,01,01,3.8371666666666666
..\data\raw\calm\03-01-02-02-01-01-12.wav,calm,strong,12,female,01,01,3.970625
..\data\raw\calm\03-01-02-02-01-01-13.wav,calm,strong,13,male,01,01,3.1364791666666667
..\data\raw\calm\03-01-02-02-01-01-14.wav,calm,strong,14,female,01,01,3.8705208333333334
..\data\raw\calm\03-01-02-02-01-01-15.wav,calm,strong,15,male,01,01,3.6703333333333332
..\data\raw\calm\03-01-02-02-01-01-16.wav,calm,strong,16,female,01,01,3.8705208333333334
..\data\raw\calm\03-01-02-02-01-01-17.wav,calm,strong,17,male,01,01,3.8705416666666665
..\data\raw\calm\03-01-02-02-01-01-18.wav,calm,strong,18,female,01,01,3.6036041666666665
..\data\raw\calm\03-01-02-02-01-01-19.wav,calm,strong,19,male,01,01,4.471145833333333
..\data\raw\calm\03-01-02-02-01-01-20.wav,calm,strong,20,female,01,01,3.8705416666666665
..\data\raw\calm\03-01-02-02-01-01-21.wav,calm,strong,21,male,01,01,4.004
..\data\raw\calm\03-01-02-02-01-01-22.wav,calm,strong,22,female,01,01,3.703708333333333
..\data\raw\calm\03-01-02-02-01-01-23.wav,calm,strong,23,male,01,01,4.604604166666666
..\data\raw\calm\03-01-02-02-01-01-24.wav,calm,strong,24,female,01,01,4.104104166666667
..\data\raw\calm\03-01-02-02-01-02-01.wav,calm,strong,1,male,01,02,4.004
..\data\raw\calm\03-01-02-02-01-02-02.wav,calm,strong,2,female,01,02,4.037375
..\data\raw\calm\03-01-02-02-01-02-03.wav,calm,strong,3,male,01,02,3.970645833333333
..\data\raw\calm\03-01-02-02-01-02-04.wav,calm,strong,4,female,01,02,3.8038125
..\data\raw\calm\03-01-02-02-01-02-05.wav,calm,strong,5,male,01,02,4.5045
..\data\raw\calm\03-01-02-02-01-02-06.wav,calm,strong,6,female,01,02,4.637979166666667
..\data\raw\calm\03-01-02-02-01-02-07.wav,calm,strong,7,male,01,02,3.8705416666666665
..\data\raw\calm\03-01-02-02-01-02-08.wav,calm,strong,8,female,01,02,3.7370625
..\data\raw\calm\03-01-02-02-01-02-09.wav,calm,strong,9,male,01,02,3.4367708333333336
..\data\raw\calm\03-01-02-02-01-02-10.wav,calm,strong,10,female,01,02,3.7370625
..\data\raw\calm\03-01-02-02-01-02-11.wav,calm,strong,11,male,01,02,3.7370833333333335
..\data\raw\calm\03-01-02-02-01-02-12.wav,calm,strong,12,female,01,02,3.7704375
..\data\raw\calm\03-01-02-02-01-02-13.wav,calm,strong,13,male,01,02,3.2032083333333334
..\data\raw\calm\03-01-02-02-01-02-14.wav,calm,strong,14,female,01,02,3.9038958333333333
..\data\raw\calm\03-01-02-02-01-02-15.wav,calm,strong,15,male,01,02,3.8038125
..\data\raw\calm\03-01-02-02-01-02-16.wav,calm,strong,16,female,01,02,3.9372708333333333
..\data\raw\calm\03-01-02-02-01-02-17.wav,calm,strong,17,male,01,02,3.6036041666666665
..\data\raw\calm\03-01-02-02-01-02-18.wav,calm,strong,18,female,01,02,3.6036041666666665
..\data\raw\calm\03-01-02-02-01-02-19.wav,calm,strong,19,male,01,02,4.037375
..\data\raw\calm\03-01-02-02-01-02-20.wav,calm,strong,20,female,01,02,4.07075
..\data\raw\calm\03-01-02-02-01-02-21.wav,calm,strong,21,male,01,02,4.170833333333333
..\data\raw\calm\03-01-02-02-01-02-22.wav,calm,strong,22,female,01,02,3.8371666666666666
..\data\raw\calm\03-01-02-02-01-02-23.wav,calm,strong,23,male,01,02,4.604583333333333
..\data\raw\calm\03-01-02-02-01-02-24.wav,calm,strong,24,female,01,02,4.070729166666666
..\data\raw\calm\03-01-02-02-02-01-01.wav,calm,strong,1,male,02,01,4.204208333333334
..\data\raw\calm\03-01-02-02-02-01-02.wav,calm,strong,2,female,02,01,4.104104166666667
..\data\raw\calm\03-01-02-02-02-01-03.wav,calm,strong,3,male,02,01,4.137458333333333
..\data\raw\calm\03-01-02-02-02-01-04.wav,calm,strong,4,female,02,01,3.8037916666666667
..\data\raw\calm\03-01-02-02-02-01-05.wav,calm,strong,5,male,02,01,4.7714375
..\data\raw\calm\03-01-02-02-02-01-06.wav,calm,strong,6,female,02,01,4.337666666666666
..\data\raw\calm\03-01-02-02-02-01-07.wav,calm,strong,7,male,02,01,4.2709375
..\data\raw\calm\03-01-02-02-02-01-08.wav,calm,strong,8,female,02,01,3.6703333333333332
..\data\raw\calm\03-01-02-02-02-01-09.wav,calm,strong,9,male,02,01,3.8037916666666667
..\data\raw\calm\03-01-02-02-02-01-10.wav,calm,strong,10,female,02,01,3.8037916666666667
..\data\raw\calm\03-01-02-02-02-01-11.wav,calm,strong,11,male,02,01,3.7704375
..\data\raw\calm\03-01-02-02-02-01-12.wav,calm,strong,12,female,02,01,3.7370833333333335
..\data\raw\calm\03-01-02-02-02-01-13.wav,calm,strong,13,male,02,01,3.003
..\data\raw\calm\03-01-02-02-02-01-14.wav,calm,strong,14,female,02,01,3.7370625
..\data\raw\calm\03-01-02-02-02-01-15.wav,calm,strong,15,male,02,01,3.9372708333333333
..\data\raw\calm\03-01-02-02-02-01-16.wav,calm,strong,16,female,02,01,3.8038125
..\data\raw\calm\03-01-02-02-02-01-17.wav,calm,strong,17,male,02,01,3.8371666666666666
..\data\raw\calm\03-01-02-02-02-01-18.wav,calm,strong,18,female,02,01,3.6035833333333334
..\data\raw\calm\03-01-02-02-02-01-19.wav,calm,strong,19,male,02,01,4.604604166666666
..\data\raw\calm\03-01-02-02-02-01-20.wav,calm,strong,20,female,02,01,3.6369583333333333
..\data\raw\calm\03-01-02-02-02-01-21.wav,calm,strong,21,male,02,01,4.137479166666667
..\data\raw\calm\03-01-02-02-02-01-22.wav,calm,strong,22,female,02,01,3.6369583333333333
..\data\raw\calm\03-01-02-02-02-01-23.wav,calm,strong,23,male,02,01,4.104104166666667
..\data\raw\calm\03-01-02-02-02-01-24.wav,calm,strong,24,female,02,01,4.037375
..\data\raw\calm\03-01-02-02-02-02-01.wav,calm,strong,1,male,02,02,4.004
..\data\raw\calm\03-01-02-02-02-02-02.wav,calm,strong,2,female,02,02,4.104104166666667
..\data\raw\calm\03-01-02-02-02-02-03.wav,calm,strong,3,male,02,02,4.004
..\data\raw\calm\03-01-02-02-02-02-04.wav,calm,strong,4,female,02,02,4.037375
..\data\raw\calm\03-01-02-02-02-02-05.wav,calm,strong,5,male,02,02,4.304291666666667
..\data\raw\calm\03-01-02-02-02-02-06.wav,calm,strong,6,female,02,02,4.7714375
..\data\raw\calm\03-01-02-02-02-02-07.wav,calm,strong,7,male,02,02,4.104104166666667
..\data\raw\calm\03-01-02-02-02-02-08.wav,calm,strong,8,female,02,02,3.8038125
..\data\raw\calm\03-01-02-02-02-02-09.wav,calm,strong,9,male,02,02,3.636979166666667
..\data\raw\calm\03-01-02-02-02-02-10.wav,calm,strong,10,female,02,02,3.8371666666666666
..\data\raw\calm\03-01-02-02-02-02-11.wav,calm,strong,11,male,02,02,3.8371666666666666
..\data\raw\calm\03-01-02-02-02-02-12.wav,calm,strong,12,female,02,02,3.8038125
..\data\raw\calm\03-01-02-02-02-02-13.wav,calm,strong,13,male,02,02,3.0363541666666665
..\data\raw\calm\03-01-02-02-02-02-14.wav,calm,strong,14,female,02,02,3.7704375
..\data\raw\calm\03-01-02-02-02-02-15.wav,calm,strong,15,male,02,02,3.6035833333333334
..\data\raw\calm\03-01-02-02-02-02-16.wav,calm,strong,16,female,02,02,3.8037916666666667
..\data\raw\calm\03-01-02-02-02-02-17.wav,calm,strong,17,male,02,02,3.536875
..\data\raw\calm\03-01-02-02-02-02-18.wav,calm,strong,18,female,02,02,3.6036041666666665
..\data\raw\calm\03-01-02-02-02-02-19.wav,calm,strong,19,male,02,02,4.304291666666667
..\data\raw\calm\03-01-02-02-02-02-20.wav,calm,strong,20,female,02,02,3.636979166666667
..\data\raw\calm\03-01-02-02-02-02-21.wav,calm,strong,21,male,02,02,3.970625
..\data\raw\calm\03-01-02-02-02-02-22.wav,calm,strong,22,female,02,02,3.7704375
..\data\raw\calm\03-01-02-02-02-02-23.wav,calm,strong,23,male,02,02,4.571229166666667
..\data\raw\calm\03-01-02-02-02-02-24.wav,calm,strong,24,female,02,02,4.104104166666667
..\data\raw\disgust\03-01-07-01-01-01-01.wav,disgust,normal,1,male,01,01,3.8705208333333334
..\data\raw\disgust\03-01-07-01-01-01-02.wav,disgust,normal,2,female,01,01,3.6703333333333332
..\data\raw\disgust\03-01-07-01-01-01-03.wav,disgust,normal,3,male,01,01,4.037375
..\data\raw\disgust\03-01-07-01-01-01-04.wav,disgust,normal,4,female,01,01,3.9039166666666665
..\data\raw\disgust\03-01-07-01-01-01-05.wav,disgust,normal,5,male,01,01,4.337666666666666
..\data\raw\disgust\03-01-07-01-01-01-06.wav,disgust,normal,6,female,01,01,3.5035
..\data\raw\disgust\03-01-07-01-01-01-07.wav,disgust,normal,7,male,01,01,3.5368541666666666
..\data\raw\disgust\03-01-07-01-01-01-08.wav,disgust,normal,8,female,01,01,3.9038958333333333
..\data\raw\disgust\03-01-07-01-01-01-09.wav,disgust,normal,9,male,01,01,3.403395833333333
..\data\raw\disgust\03-01-07-01-01-01-10.wav,disgust,normal,10,female,01,01,3.703708333333333
..\data\raw\disgust\03-01-07-01-01-01-11.wav,disgust,normal,11,male,01,01,3.6703333333333332
..\data\raw\disgust\03-01-07-01-01-01-12.wav,disgust,normal,12,female,01,01,3.7370625
..\data\raw\disgust\03-01-07-01-01-01-13.wav,disgust,normal,13,male,01,01,3.136458333333333
..\data\raw\disgust\03-01-07-01-01-01-14.wav,disgust,normal,14,female,01,01,3.7704166666666667
..\data\raw\disgust\03-01-07-01-01-01-15.wav,disgust,normal,15,male,01,01,3.7370625
..\data\raw\disgust\03-01-07-01-01-01-16.wav,disgust,normal,16,female,01,01,3.7704375
..\data\raw\disgust\03-01-07-01-01-01-17.wav,disgust,normal,17,male,01,01,3.8371666666666666
..\data\raw\disgust\03-01-07-01-01-01-18.wav,disgust,normal,18,female,01,01,4.3043125
..\data\raw\disgust\03-01-07-01-01-01-19.wav,disgust,normal,19,male,01,01,4.3043125
..\data\raw\disgust\03-01-07-01-01-01-20.wav,disgust,normal,20,female,01,01,3.8705208333333334
..\data\raw\disgust\03-01-07-01-01-01-21.wav,disgust,normal,21,male,01,01,3.8037916666666667
..\data\raw\disgust\03-01-07-01-01-01-22.wav,disgust,normal,22,female,01,01,3.7036875
..\data\raw\disgust\03-01-07-01-01-01-23.wav,disgust,normal,23,male,01,01,3.5702291666666666
..\data\raw\disgust\03-01-07-01-01-01-24.wav,disgust,normal,24,female,01,01,4.304291666666667
..\data\raw\disgust\03-01-07-01-01-02-01.wav,disgust,normal,1,male,01,02,3.9038958333333333
..\data\raw\disgust\03-01-07-01-01-02-02.wav,disgust,normal,2,female,01,02,3.636979166666667
..\data\raw\disgust\03-01-07-01-01-02-03.wav,disgust,normal,3,male,01,02,3.970645833333333
..\data\raw\disgust\03-01-07-01-01-02-04.wav,disgust,normal,4,female,01,02,3.9038958333333333
..\data\raw\disgust\03-01-07-01-01-02-05.wav,disgust,normal,5,male,01,02,4.104104166666667
..\data\raw\disgust\03-01-07-01-01-02-06.wav,disgust,normal,6,female,01,02,4.2709375
..\data\raw\disgust\03-01-07-01-01-02-07.wav,disgust,normal,7,male,01,02,3.5035
..\data\raw\disgust\03-01-07-01-01-02-08.wav,disgust,normal,8,female,01,02,3.6703333333333332
..\data\raw\disgust\03-01-07-01-01-02-09.wav,disgust,normal,9,male,01,02,3.5035
..\data\raw\disgust\03-01-07-01-01-02-10.wav,disgust,normal,10,female,01,02,4.2041875
..\data\raw\disgust\03-01-07-01-01-02-11.wav,disgust,normal,11,male,01,02,3.6036041666666665
..\data\raw\disgust\03-01-07-01-01-02-12.wav,disgust,normal,12,female,01,02,3.703708333333333
..\data\raw\disgust\03-01-07-01-01-02-13.wav,disgust,normal,13,male,01,02,3.1698333333333335
..\data\raw\disgust\03-01-07-01-01-02-14.wav,disgust,normal,14,female,01,02,3.6369583333333333
..\data\raw\disgust\03-01-07-01-01-02-15.wav,disgust,normal,15,male,01,02,3.6369583333333333
..\data\raw\disgust\03-01-07-01-01-02-16.wav,disgust,normal,16,female,01,02,3.7370625
..\data\raw\disgust\03-01-07-01-01-02-17.wav,disgust,normal,17,male,01,02,3.703708333333333
..\data\raw\disgust\03-01-07-01-01-02-18.wav,disgust,normal,18,female,01,02,4.07075
..\data\raw\disgust\03-01-07-01-01-02-19.wav,disgust,normal,19,male,01,02,4.838166666666667
..\data\raw\disgust\03-01-07-01-01-02-20.wav,disgust,normal,20,female,01,02,3.7370625
..\data\raw\disgust\03-01-07-01-01-02-21.wav,disgust,normal,21,male,01,02,4.07075
..\data\raw\disgust\03-01-07-01-01-02-22.wav,disgust,normal,22,female,01,02,3.9038958333333333
..\data\raw\disgust\03-01-07-01-01-02-23.wav,disgust,normal,23,male,01,02,3.5702291666666666
..\data\raw\disgust\03-01-07-01-01-02-24.wav,disgust,normal,24,female,01,02,4.104104166666667
..\data\raw\disgust\03-01-07-01-02-01-01.wav,disgust,normal,1,male,02,01,3.9038958333333333
..\data\raw\disgust\03-01-07-01-02-01-02.wav,disgust,normal,2,female,02,01,3.8705416666666665
..\data\raw\disgust\03-01-07-01-02-01-03.wav,disgust,normal,3,male,02,01,3.6036041666666665
..\data\raw\disgust\03-01-07-01-02-01-04.wav,disgust,normal,4,female,02,01,3.7704375
..\data\raw\disgust\03-01-07-01-02-01-05.wav,disgust,normal,5,male,02,01,3.9038958333333333
..\data\raw\disgust\03-01-07-01-02-01-06.wav,disgust,normal,6,female,02,01,3.7370625
..\data\raw\disgust\03-01-07-01-02-01-07.wav,disgust,normal,7,male,02,01,3.4367708333333336
..\data\raw\disgust\03-01-07-01-02-01-08.wav,disgust,normal,8,female,02,01,3.9372708333333333
..\data\raw\disgust\03-01-07-01-02-01-09.wav,disgust,normal,9,male,02,01,3.470125
..\data\raw\disgust\03-01-07-01-02-01-10.wav,disgust,normal,10,female,02,01,3.8705416666666665
..\data\raw\disgust\03-01-07-01-02-01-11.wav,disgust,normal,11,male,02,01,3.470125
..\data\raw\disgust\03-01-07-01-02-01-12.wav,disgust,normal,12,female,02,01,3.6036041666666665
..\data\raw\disgust\03-01-07-01-02-01-13.wav,disgust,normal,13,male,02,01,3.2699375
..\data\raw\disgust\03-01-07-01-02-01-14.wav,disgust,normal,14,female,02,01,3.7370625
..\data\raw\disgust\03-01-07-01-02-01-15.wav,disgust,normal,15,male,02,01,3.6703333333333332
..\data\raw\disgust\03-01-07-01-02-01-16.wav,disgust,normal,16,female,02,01,3.470125
..\data\raw\disgust\03-01-07-01-02-01-17.wav,disgust,normal,17,male,02,01,3.5702291666666666
..\data\raw\disgust\03-01-07-01-02-01-18.wav,disgust,normal,18,female,02,01,3.6703333333333332
..\data\raw\disgust\03-01-07-01-02-01-19.wav,disgust,normal,19,male,02,01,4.170833333333333
..\data\raw\disgust\03-01-07-01-02-01-20.wav,disgust,normal,20,female,02,01,3.6369583333333333
..\data\raw\disgust\03-01-07-01-02-01-21.wav,disgust,normal,21,male,02,01,3.636979166666667
..\data\raw\disgust\03-01-07-01-02-01-22.wav,disgust,normal,22,female,02,01,3.8037916666666667
..\data\raw\disgust\03-01-07-01-02-01-23.wav,disgust,normal,23,male,02,01,3.470125
..\data\raw\disgust\03-01-07-01-02-01-24.wav,disgust,normal,24,female,02,01,4.004
..\data\raw\disgust\03-01-07-01-02-02-01.wav,disgust,normal,1,male,02,02,3.8371666666666666
..\data\raw\disgust\03-01-07-01-02-02-02.wav,disgust,normal,2,female,02,02,3.8371666666666666
..\data\raw\disgust\03-01-07-01-02-02-03.wav,disgust,normal,3,male,02,02,3.7704375
..\data\raw\disgust\03-01-07-01-02-02-04.wav,disgust,normal,4,female,02,02,3.8038125
..\data\raw\disgust\03-01-07-01-02-02-05.wav,disgust,normal,5,male,02,02,3.7370625
..\data\raw\disgust\03-01-07-01-02-02-06.wav,disgust,normal,6,female,02,02,3.9372708333333333
..\data\raw\disgust\03-01-07-01-02-02-07.wav,disgust,normal,7,male,02,02,3.5368541666666666
..\data\raw\disgust\03-01-07-01-02-02-08.wav,disgust,normal,8,female,02,02,3.8371666666666666
..\data\raw\disgust\03-01-07-01-02-02-09.wav,disgust,normal,9,male,02,02,3.403395833333333
..\data\raw\disgust\03-01-07-01-02-02-10.wav,disgust,normal,10,female,02,02,4.2709375
..\data\raw\disgust\03-01-07-01-02-02-11.wav,disgust,normal,11,male,02,02,3.6703333333333332
..\data\raw\disgust\03-01-07-01-02-02-12.wav,disgust,normal,12,female,02,02,3.703708333333333
..\data\raw\disgust\03-01-07-01-02-02-13.wav,disgust,normal,13,male,02,02,3.2365625
..\data\raw\disgust\03-01-07-01-02-02-14.wav,disgust,normal,14,female,02,02,3.7704375
..\data\raw\disgust\03-01-07-01-02-02-15.wav,disgust,normal,15,male,02,02,4.070729166666666
..\data\raw\disgust\03-01-07-01-02-02-16.wav,disgust,normal,16,female,02,02,3.5702291666666666
..\data\raw\disgust\03-01-07-01-02-02-17.wav,disgust,normal,17,male,02,02,3.5035
..\data\raw\disgust\03-01-07-01-02-02-18.wav,disgust,normal,18,female,02,02,4.371041666666667
..\data\raw\disgust\03-01-07-01-02-02-19.wav,disgust,normal,19,male,02,02,3.9372708333333333
..\data\raw\disgust\03-01-07-01-02-02-20.wav,disgust,normal,20,female,02,02,3.8371666666666666
..\data\raw\disgust\03-01-07-01-02-02-21.wav,disgust,normal,21,male,02,02,3.6036041666666665
..\data\raw\disgust\03-01-07-01-02-02-22.wav,disgust,normal,22,female,02,02,3.8371666666666666
..\data\raw\disgust\03-01-07-01-02-02-23.wav,disgust,normal,23,male,02,02,3.3366666666666664
..\data\raw\disgust\03-01-07-01-02-02-24.wav,disgust,normal,24,female,02,02,4.070729166666666
..\data\raw\disgust\03-01-07-02-01-01-01.wav,disgust,strong,1,male,01,01,4.304291666666667
..\data\raw\disgust\03-01-07-02-01-01-02.wav,disgust,strong,2,female,01,01,4.137458333333333
..\data\raw\disgust\03-01-07-02-01-01-03.wav,disgust,strong,3,male,01,01,4.104104166666667
..\data\raw\disgust\03-01-07-02-01-01-04.wav,disgust,strong,4,female,01,01,4.004
..\data\raw\disgust\03-01-07-02-01-01-05.wav,disgust,strong,5,male,01,01,4.337666666666666
..\data\raw\disgust\03-01-07-02-01-01-06.wav,disgust,strong,6,female,01,01,4.3043125
..\data\raw\disgust\03-01-07-02-01-01-07.wav,disgust,strong,7,male,01,01,4.137479166666667
..\data\raw\disgust\03-01-07-02-01-01-08.wav,disgust,strong,8,female,01,01,4.070729166666666
..\data\raw\disgust\03-01-07-02-01-01-09.wav,disgust,strong,9,male,01,01,3.636979166666667
..\data\raw\disgust\03-01-07-02-01-01-10.wav,disgust,strong,10,female,01,01,4.671333333333333
..\data\raw\disgust\03-01-07-02-01-01-11.wav,disgust,strong,11,male,01,01,3.8038125
..\data\raw\disgust\03-01-07-02-01-01-12.wav,disgust,strong,12,female,01,01,3.970645833333333
..\data\raw\disgust\03-01-07-02-01-01-13.wav,disgust,strong,13,male,01,01,3.403395833333333
..\data\raw\disgust\03-01-07-02-01-01-14.wav,disgust,strong,14,female,01,01,3.93725
..\data\raw\disgust\03-01-07-02-01-01-15.wav,disgust,strong,15,male,01,01,3.7036875
..\data\raw\disgust\03-01-07-02-01-01-16.wav,disgust,strong,16,female,01,01,4.2709166666666665
..\data\raw\disgust\03-01-07-02-01-01-17.wav,disgust,strong,17,male,01,01,4.204208333333334
..\data\raw\disgust\03-01-07-02-01-01-18.wav,disgust,strong,18,female,01,01,4.771416666666667
..\data\raw\disgust\03-01-07-02-01-01-19.wav,disgust,strong,19,male,01,01,4.8048125
..\data\raw\disgust\03-01-07-02-01-01-20.wav,disgust,strong,20,female,01,01,4.104104166666667
..\data\raw\disgust\03-01-07-02-01-01-21.wav,disgust,strong,21,male,01,01,4.070729166666666
..\data\raw\disgust\03-01-07-02-01-01-22.wav,disgust,strong,22,female,01,01,4.2375625
..\data\raw\disgust\03-01-07-02-01-01-23.wav,disgust,strong,23,male,01,01,4.070729166666666
..\data\raw\disgust\03-01-07-02-01-01-24.wav,disgust,strong,24,female,01,01,4.337666666666666
..\data\raw\disgust\03-01-07-02-01-02-01.wav,disgust,strong,1,male,01,02,4.104104166666667
..\data\raw\disgust\03-01-07-02-01-02-02.wav,disgust,strong,2,female,01,02,4.137458333333333
..\data\raw\disgust\03-01-07-02-01-02-03.wav,disgust,strong,3,male,01,02,4.104104166666667
..\data\raw\disgust\03-01-07-02-01-02-04.wav,disgust,strong,4,female,01,02,4.037375
..\data\raw\disgust\03-01-07-02-01-02-05.wav,disgust,strong,5,male,01,02,3.9038958333333333
..\data\raw\disgust\03-01-07-02-01-02-06.wav,disgust,strong,6,female,01,02,3.9372708333333333
..\data\raw\disgust\03-01-07-02-01-02-07.wav,disgust,strong,7,male,01,02,4.404395833333333
..\data\raw\disgust\03-01-07-02-01-02-08.wav,disgust,strong,8,female,01,02,3.7704375
..\data\raw\disgust\03-01-07-02-01-02-09.wav,disgust,strong,9,male,01,02,3.5368541666666666
..\data\raw\disgust\03-01-07-02-01-02-10.wav,disgust,strong,10,female,01,02,4.537875
..\data\raw\disgust\03-01-07-02-01-02-11.wav,disgust,strong,11,male,01,02,3.8038125
..\data\raw\disgust\03-01-07-02-01-02-12.wav,disgust,strong,12,female,01,02,4.5378541666666665
..\data\raw\disgust\03-01-07-02-01-02-13.wav,disgust,strong,13,male,01,02,3.703708333333333
..\data\raw\disgust\03-01-07-02-01-02-14.wav,disgust,strong,14,female,01,02,3.7370625
..\data\raw\disgust\03-01-07-02-01-02-15.wav,disgust,strong,15,male,01,02,3.370041666666667
..\data\raw\disgust\03-01-07-02-01-02-16.wav,disgust,strong,16,female,01,02,4.237583333333333
..\data\raw\disgust\03-01-07-02-01-02-17.wav,disgust,strong,17,male,01,02,4.170833333333333
..\data\raw\disgust\03-01-07-02-01-02-18.wav,disgust,strong,18,female,01,02,4.471145833333333
..\data\raw\disgust\03-01-07-02-01-02-19.wav,disgust,strong,19,male,01,02,5.2719375
..\data\raw\disgust\03-01-07-02-01-02-20.wav,disgust,strong,20,female,01,02,4.1040833333333335
..\data\raw\disgust\03-01-07-02-01-02-21.wav,disgust,strong,21,male,01,02,4.037354166666667
..\data\raw\disgust\03-01-07-02-01-02-22.wav,disgust,strong,22,female,01,02,4.170833333333333
..\data\raw\disgust\03-01-07-02-01-02-23.wav,disgust,strong,23,male,01,02,3.8705208333333334
..\data\raw\disgust\03-01-07-02-01-02-24.wav,disgust,strong,24,female,01,02,4.637958333333334
..\data\raw\disgust\03-01-07-02-02-01-01.wav,disgust,strong,1,male,02,01,4.037375
..\data\raw\disgust\03-01-07-02-02-01-02.wav,disgust,strong,2,female,02,01,4.004
..\data\raw\disgust\03-01-07-02-02-01-03.wav,disgust,strong,3,male,02,01,3.8371666666666666
..\data\raw\disgust\03-01-07-02-02-01-04.wav,disgust,strong,4,female,02,01,3.8705416666666665
..\data\raw\disgust\03-01-07-02-02-01-05.wav,disgust,strong,5,male,02,01,4.2709375
..\data\raw\disgust\03-01-07-02-02-01-06.wav,disgust,strong,6,female,02,01,4.037354166666667
..\data\raw\disgust\03-01-07-02-02-01-07.wav,disgust,strong,7,male,02,01,4.137458333333333
..\data\raw\disgust\03-01-07-02-02-01-08.wav,disgust,strong,8,female,02,01,3.7370833333333335
..\data\raw\disgust\03-01-07-02-02-01-09.wav,disgust,strong,9,male,02,01,3.5702291666666666
..\data\raw\disgust\03-01-07-02-02-01-10.wav,disgust,strong,10,female,02,01,4.2041875
..\data\raw\disgust\03-01-07-02-02-01-11.wav,disgust,strong,11,male,02,01,3.7370625
..\data\raw\disgust\03-01-07-02-02-01-12.wav,disgust,strong,12,female,02,01,4.204208333333334
..\data\raw\disgust\03-01-07-02-02-01-13.wav,disgust,strong,13,male,02,01,3.403395833333333
..\data\raw\disgust\03-01-07-02-02-01-14.wav,disgust,strong,14,female,02,01,3.6703333333333332
..\data\raw\disgust\03-01-07-02-02-01-15.wav,disgust,strong,15,male,02,01,3.3033125
..\data\raw\disgust\03-01-07-02-02-01-16.wav,disgust,strong,16,female,02,01,4.137458333333333
..\data\raw\disgust\03-01-07-02-02-01-17.wav,disgust,strong,17,male,02,01,4.471145833333333
..\data\raw\disgust\03-01-07-02-02-01-18.wav,disgust,strong,18,female,02,01,4.637958333333334
..\data\raw\disgust\03-01-07-02-02-01-19.wav,disgust,strong,19,male,02,01,4.904895833333334
..\data\raw\disgust\03-01-07-02-02-01-20.wav,disgust,strong,20,female,02,01,4.7380625
..\data\raw\disgust\03-01-07-02-02-01-21.wav,disgust,strong,21,male,02,01,4.170833333333333
..\data\raw\disgust\03-01-07-02-02-01-22.wav,disgust,strong,22,female,02,01,4.204208333333334
..\data\raw\disgust\03-01-07-02-02-01-23.wav,disgust,strong,23,male,02,01,3.7370625
..\data\raw\disgust\03-01-07-02-02-01-24.wav,disgust,strong,24,female,02,01,4.2375625
..\data\raw\disgust\03-01-07-02-02-02-01.wav,disgust,strong,1,male,02,02,4.371020833333334
..\data\raw\disgust\03-01-07-02-02-02-02.wav,disgust,strong,2,female,02,02,4.037375
..\data\raw\disgust\03-01-07-02-02-02-03.wav,disgust,strong,3,male,02,02,3.9372708333333333
..\data\raw\disgust\03-01-07-02-02-02-04.wav,disgust,strong,4,female,02,02,3.9372708333333333
..\data\raw\disgust\03-01-07-02-02-02-05.wav,disgust,strong,5,male,02,02,4.537875
..\data\raw\disgust\03-01-07-02-02-02-06.wav,disgust,strong,6,female,02,02,3.970625
..\data\raw\disgust\03-01-07-02-02-02-07.wav,disgust,strong,7,male,02,02,4.771416666666667
..\data\raw\disgust\03-01-07-02-02-02-08.wav,disgust,strong,8,female,02,02,3.8705208333333334
..\data\raw\disgust\03-01-07-02-02-02-09.wav,disgust,strong,9,male,02,02,3.6035833333333334
..\data\raw\disgust\03-01-07-02-02-02-10.wav,disgust,strong,10,female,02,02,4.871541666666666
..\data\raw\disgust\03-01-07-02-02-02-11.wav,disgust,strong,11,male,02,02,3.7370625
..\data\raw\disgust\03-01-07-02-02-02-12.wav,disgust,strong,12,female,02,02,3.970645833333333
..\data\raw\disgust\03-01-07-02-02-02-13.wav,disgust,strong,13,male,02,02,3.4367708333333336
..\data\raw\disgust\03-01-07-02-02-02-14.wav,disgust,strong,14,female,02,02,3.8037916666666667
..\data\raw\disgust\03-01-07-02-02-02-15.wav,disgust,strong,15,male,02,02,3.4701458333333335
